Period,Period1,Type,Revision,Location,Integrated,Values
04-01-24,Apr-24,HeadCount,V32,Offshore Other,Non-Integrated,1.00
04-01-24,Apr-24,HeadCount,V32,Tengiz,All,219.00
04-01-24,Apr-24,HeadCount,V32,Tengiz,Integrated,182.00
04-01-24,Apr-24,HeadCount,V32,Tengiz,Non-Integrated,37.00
05-01-24,May-24,HeadCount,V32,Almaty,All,1.00
05-01-24,May-24,HeadCount,V32,Almaty,Integrated,0.00
05-01-24,May-24,HeadCount,V32,Almaty,Non-Integrated,1.00
05-01-24,May-24,HeadCount,V32,Atyrau,All,94.00
05-01-24,May-24,HeadCount,V32,Atyrau,Integrated,10.00
05-01-24,May-24,HeadCount,V32,Atyrau,Non-Integrated,84.00
05-01-24,May-24,HeadCount,V32,Farnborough,All,34.00
05-01-24,May-24,HeadCount,V32,Farnborough,Integrated,1.00
05-01-24,May-24,HeadCount,V32,Farnborough,Non-Integrated,33.00
05-01-24,May-24,HeadCount,V32,New Delhi,All,1.00
05-01-24,May-24,HeadCount,V32,New Delhi,Integrated,0.00
05-01-24,May-24,HeadCount,V32,New Delhi,Non-Integrated,1.00
05-01-24,May-24,HeadCount,V32,Offshore Other,All,1.00
05-01-24,May-24,HeadCount,V32,Offshore Other,Integrated,0.00
05-01-24,May-24,HeadCount,V32,Offshore Other,Non-Integrated,1.00
05-01-24,May-24,HeadCount,V32,Tengiz,All,210.00
05-01-24,May-24,HeadCount,V32,Tengiz,Integrated,180.00
05-01-24,May-24,HeadCount,V32,Tengiz,Non-Integrated,30.00
06-01-24,Jun-24,HeadCount,V32,Almaty,All,1.00
06-01-24,Jun-24,HeadCount,V32,Almaty,Integrated,0.00
06-01-24,Jun-24,HeadCount,V32,Almaty,Non-Integrated,1.00
06-01-24,Jun-24,HeadCount,V32,Atyrau,All,72.00
06-01-24,Jun-24,HeadCount,V32,Atyrau,Integrated,10.00
06-01-24,Jun-24,HeadCount,V32,Atyrau,Non-Integrated,62.00
06-01-24,Jun-24,HeadCount,V32,Farnborough,All,23.00
06-01-24,Jun-24,HeadCount,V32,Farnborough,Integrated,1.00
06-01-24,Jun-24,HeadCount,V32,Farnborough,Non-Integrated,22.00
06-01-24,Jun-24,HeadCount,V32,New Delhi,All,0.00
06-01-24,Jun-24,HeadCount,V32,New Delhi,Integrated,0.00
06-01-24,Jun-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
06-01-24,Jun-24,HeadCount,V32,Offshore Other,All,0.00
06-01-24,Jun-24,HeadCount,V32,Offshore Other,Integrated,0.00
06-01-24,Jun-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
06-01-24,Jun-24,HeadCount,V32,Tengiz,All,197.00
06-01-24,Jun-24,HeadCount,V32,Tengiz,Integrated,167.00
06-01-24,Jun-24,HeadCount,V32,Tengiz,Non-Integrated,30.00
07-01-24,Jul-24,HeadCount,V32,Almaty,All,1.00
07-01-24,Jul-24,HeadCount,V32,Almaty,Integrated,0.00
07-01-24,Jul-24,HeadCount,V32,Almaty,Non-Integrated,1.00
07-01-24,Jul-24,HeadCount,V32,Atyrau,All,58.00
07-01-24,Jul-24,HeadCount,V32,Atyrau,Integrated,1.00
07-01-24,Jul-24,HeadCount,V32,Atyrau,Non-Integrated,57.00
07-01-24,Jul-24,HeadCount,V32,Farnborough,All,19.00
07-01-24,Jul-24,HeadCount,V32,Farnborough,Integrated,0.00
07-01-24,Jul-24,HeadCount,V32,Farnborough,Non-Integrated,19.00
07-01-24,Jul-24,HeadCount,V32,New Delhi,All,0.00
07-01-24,Jul-24,HeadCount,V32,New Delhi,Integrated,0.00
07-01-24,Jul-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
07-01-24,Jul-24,HeadCount,V32,Offshore Other,All,0.00
07-01-24,Jul-24,HeadCount,V32,Offshore Other,Integrated,0.00
07-01-24,Jul-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
07-01-24,Jul-24,HeadCount,V32,Tengiz,All,64.00
07-01-24,Jul-24,HeadCount,V32,Tengiz,Integrated,36.00
07-01-24,Jul-24,HeadCount,V32,Tengiz,Non-Integrated,28.00
08-01-24,Aug-24,HeadCount,V32,Almaty,All,1.00
08-01-24,Aug-24,HeadCount,V32,Almaty,Integrated,0.00
08-01-24,Aug-24,HeadCount,V32,Almaty,Non-Integrated,1.00
08-01-24,Aug-24,HeadCount,V32,Atyrau,All,48.00
08-01-24,Aug-24,HeadCount,V32,Atyrau,Integrated,1.00
08-01-24,Aug-24,HeadCount,V32,Atyrau,Non-Integrated,47.00
08-01-24,Aug-24,HeadCount,V32,Farnborough,All,15.00
08-01-24,Aug-24,HeadCount,V32,Farnborough,Integrated,0.00
08-01-24,Aug-24,HeadCount,V32,Farnborough,Non-Integrated,15.00
08-01-24,Aug-24,HeadCount,V32,New Delhi,All,0.00
08-01-24,Aug-24,HeadCount,V32,New Delhi,Integrated,0.00
08-01-24,Aug-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
08-01-24,Aug-24,HeadCount,V32,Offshore Other,All,0.00
08-01-24,Aug-24,HeadCount,V32,Offshore Other,Integrated,0.00
08-01-24,Aug-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
08-01-24,Aug-24,HeadCount,V32,Tengiz,All,64.00
08-01-24,Aug-24,HeadCount,V32,Tengiz,Integrated,36.00
08-01-24,Aug-24,HeadCount,V32,Tengiz,Non-Integrated,28.00
09-01-24,Sep-24,HeadCount,V32,Almaty,All,1.00
09-01-24,Sep-24,HeadCount,V32,Almaty,Integrated,0.00
09-01-24,Sep-24,HeadCount,V32,Almaty,Non-Integrated,1.00
09-01-24,Sep-24,HeadCount,V32,Atyrau,All,30.00
09-01-24,Sep-24,HeadCount,V32,Atyrau,Integrated,1.00
09-01-24,Sep-24,HeadCount,V32,Atyrau,Non-Integrated,29.00
09-01-24,Sep-24,HeadCount,V32,Farnborough,All,8.00
09-01-24,Sep-24,HeadCount,V32,Farnborough,Integrated,0.00
09-01-24,Sep-24,HeadCount,V32,Farnborough,Non-Integrated,8.00
09-01-24,Sep-24,HeadCount,V32,New Delhi,All,0.00
09-01-24,Sep-24,HeadCount,V32,New Delhi,Integrated,0.00
09-01-24,Sep-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
09-01-24,Sep-24,HeadCount,V32,Offshore Other,All,0.00
09-01-24,Sep-24,HeadCount,V32,Offshore Other,Integrated,0.00
09-01-24,Sep-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
09-01-24,Sep-24,HeadCount,V32,Tengiz,All,48.00
09-01-24,Sep-24,HeadCount,V32,Tengiz,Integrated,29.00
09-01-24,Sep-24,HeadCount,V32,Tengiz,Non-Integrated,19.00
10-01-24,Oct-24,HeadCount,V32,Almaty,All,1.00
10-01-24,Oct-24,HeadCount,V32,Almaty,Integrated,0.00
10-01-24,Oct-24,HeadCount,V32,Almaty,Non-Integrated,1.00
10-01-24,Oct-24,HeadCount,V32,Atyrau,All,26.00
10-01-24,Oct-24,HeadCount,V32,Atyrau,Integrated,1.00
10-01-24,Oct-24,HeadCount,V32,Atyrau,Non-Integrated,25.00
10-01-24,Oct-24,HeadCount,V32,Farnborough,All,6.00
10-01-24,Oct-24,HeadCount,V32,Farnborough,Integrated,0.00
10-01-24,Oct-24,HeadCount,V32,Farnborough,Non-Integrated,6.00
10-01-24,Oct-24,HeadCount,V32,New Delhi,All,0.00
10-01-24,Oct-24,HeadCount,V32,New Delhi,Integrated,0.00
10-01-24,Oct-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
10-01-24,Oct-24,HeadCount,V32,Offshore Other,All,0.00
10-01-24,Oct-24,HeadCount,V32,Offshore Other,Integrated,0.00
10-01-24,Oct-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
10-01-24,Oct-24,HeadCount,V32,Tengiz,All,24.00
10-01-24,Oct-24,HeadCount,V32,Tengiz,Integrated,14.00
10-01-24,Oct-24,HeadCount,V32,Tengiz,Non-Integrated,10.00
11-01-24,Nov-24,HeadCount,V32,Almaty,All,1.00
11-01-24,Nov-24,HeadCount,V32,Almaty,Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,Almaty,Non-Integrated,1.00
11-01-24,Nov-24,HeadCount,V32,Atyrau,All,25.00
11-01-24,Nov-24,HeadCount,V32,Atyrau,Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,Atyrau,Non-Integrated,25.00
11-01-24,Nov-24,HeadCount,V32,Farnborough,All,6.00
11-01-24,Nov-24,HeadCount,V32,Farnborough,Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,Farnborough,Non-Integrated,6.00
11-01-24,Nov-24,HeadCount,V32,New Delhi,All,0.00
11-01-24,Nov-24,HeadCount,V32,New Delhi,Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,Offshore Other,All,0.00
11-01-24,Nov-24,HeadCount,V32,Offshore Other,Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
11-01-24,Nov-24,HeadCount,V32,Tengiz,All,13.00
11-01-24,Nov-24,HeadCount,V32,Tengiz,Integrated,3.00
11-01-24,Nov-24,HeadCount,V32,Tengiz,Non-Integrated,10.00
12-01-24,Dec-24,HeadCount,V32,Almaty,All,1.00
12-01-24,Dec-24,HeadCount,V32,Almaty,Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,Almaty,Non-Integrated,1.00
12-01-24,Dec-24,HeadCount,V32,Atyrau,All,14.00
12-01-24,Dec-24,HeadCount,V32,Atyrau,Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,Atyrau,Non-Integrated,14.00
12-01-24,Dec-24,HeadCount,V32,Farnborough,All,6.00
12-01-24,Dec-24,HeadCount,V32,Farnborough,Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,Farnborough,Non-Integrated,6.00
12-01-24,Dec-24,HeadCount,V32,New Delhi,All,0.00
12-01-24,Dec-24,HeadCount,V32,New Delhi,Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,New Delhi,Non-Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,Offshore Other,All,0.00
12-01-24,Dec-24,HeadCount,V32,Offshore Other,Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,Offshore Other,Non-Integrated,0.00
12-01-24,Dec-24,HeadCount,V32,Tengiz,All,8.00
12-01-24,Dec-24,HeadCount,V32,Tengiz,Integrated,3.00
12-01-24,Dec-24,HeadCount,V32,Tengiz,Non-Integrated,5.00
01-01-25,Jan-25,HeadCount,V32,Almaty,All,0.00
01-01-25,Jan-25,HeadCount,V32,Almaty,Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Almaty,Non-Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Atyrau,All,0.00
01-01-25,Jan-25,HeadCount,V32,Atyrau,Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Atyrau,Non-Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Farnborough,All,0.00
01-01-25,Jan-25,HeadCount,V32,Farnborough,Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Farnborough,Non-Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,New Delhi,All,0.00
01-01-25,Jan-25,HeadCount,V32,New Delhi,Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,New Delhi,Non-Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Offshore Other,All,0.00
01-01-25,Jan-25,HeadCount,V32,Offshore Other,Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Offshore Other,Non-Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Tengiz,All,0.00
01-01-25,Jan-25,HeadCount,V32,Tengiz,Integrated,0.00
01-01-25,Jan-25,HeadCount,V32,Tengiz,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Almaty,All,0.00
02-01-25,Feb-25,HeadCount,V32,Almaty,Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Almaty,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Atyrau,All,0.00
02-01-25,Feb-25,HeadCount,V32,Atyrau,Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Atyrau,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Farnborough,All,0.00
02-01-25,Feb-25,HeadCount,V32,Farnborough,Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Farnborough,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,New Delhi,All,0.00
02-01-25,Feb-25,HeadCount,V32,New Delhi,Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,New Delhi,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Offshore Other,All,0.00
02-01-25,Feb-25,HeadCount,V32,Offshore Other,Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Offshore Other,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Tengiz,All,0.00
02-01-25,Feb-25,HeadCount,V32,Tengiz,Integrated,0.00
02-01-25,Feb-25,HeadCount,V32,Tengiz,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Almaty,All,0.00
03-01-25,Mar-25,HeadCount,V32,Almaty,Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Almaty,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Atyrau,All,0.00
03-01-25,Mar-25,HeadCount,V32,Atyrau,Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Atyrau,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Farnborough,All,0.00
03-01-25,Mar-25,HeadCount,V32,Farnborough,Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Farnborough,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,New Delhi,All,0.00
03-01-25,Mar-25,HeadCount,V32,New Delhi,Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,New Delhi,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Offshore Other,All,0.00
03-01-25,Mar-25,HeadCount,V32,Offshore Other,Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Offshore Other,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Tengiz,All,0.00
03-01-25,Mar-25,HeadCount,V32,Tengiz,Integrated,0.00
03-01-25,Mar-25,HeadCount,V32,Tengiz,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Almaty,All,0.00
04-01-25,Apr-25,HeadCount,V32,Almaty,Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Almaty,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Atyrau,All,0.00
04-01-25,Apr-25,HeadCount,V32,Atyrau,Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Atyrau,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Farnborough,All,0.00
04-01-25,Apr-25,HeadCount,V32,Farnborough,Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Farnborough,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,New Delhi,All,0.00
04-01-25,Apr-25,HeadCount,V32,New Delhi,Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,New Delhi,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Offshore Other,All,0.00
04-01-25,Apr-25,HeadCount,V32,Offshore Other,Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Offshore Other,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Tengiz,All,0.00
04-01-25,Apr-25,HeadCount,V32,Tengiz,Integrated,0.00
04-01-25,Apr-25,HeadCount,V32,Tengiz,Non-Integrated,0.00
01-01-24,Jan-24,Hours,V32,Almaty,All,248.00
01-01-24,Jan-24,Hours,V32,Almaty,Integrated,0.00
01-01-24,Jan-24,Hours,V32,Almaty,Non-Integrated,248.00
01-01-24,Jan-24,Hours,V32,Atyrau,All,16728.20
01-01-24,Jan-24,Hours,V32,Atyrau,Integrated,1612.00
01-01-24,Jan-24,Hours,V32,Atyrau,Non-Integrated,15116.20
01-01-24,Jan-24,Hours,V32,Farnborough,All,3833.89
01-01-24,Jan-24,Hours,V32,Farnborough,Integrated,128.35
01-01-24,Jan-24,Hours,V32,Farnborough,Non-Integrated,3705.54
01-01-24,Jan-24,Hours,V32,New Delhi,All,80.00
01-01-24,Jan-24,Hours,V32,New Delhi,Integrated,0.00
01-01-24,Jan-24,Hours,V32,New Delhi,Non-Integrated,80.00
01-01-24,Jan-24,Hours,V32,Offshore Other,All,12.40
01-01-24,Jan-24,Hours,V32,Offshore Other,Integrated,0.00
01-01-24,Jan-24,Hours,V32,Offshore Other,Non-Integrated,12.40
01-01-24,Jan-24,Hours,V32,Tengiz,All,47281.00
01-01-24,Jan-24,Hours,V32,Tengiz,Integrated,36231.00
01-01-24,Jan-24,Hours,V32,Tengiz,Non-Integrated,11050.00
02-01-24,Feb-24,Hours,V32,Almaty,All,296.00
02-01-24,Feb-24,Hours,V32,Almaty,Integrated,0.00
02-01-24,Feb-24,Hours,V32,Almaty,Non-Integrated,296.00
02-01-24,Feb-24,Hours,V32,Atyrau,All,19348.00
02-01-24,Feb-24,Hours,V32,Atyrau,Integrated,1924.00
02-01-24,Feb-24,Hours,V32,Atyrau,Non-Integrated,17424.00
02-01-24,Feb-24,Hours,V32,Farnborough,All,4062.40
02-01-24,Feb-24,Hours,V32,Farnborough,Integrated,136.00
02-01-24,Feb-24,Hours,V32,Farnborough,Non-Integrated,3926.40
02-01-24,Feb-24,Hours,V32,New Delhi,All,80.00
02-01-24,Feb-24,Hours,V32,New Delhi,Integrated,0.00
02-01-24,Feb-24,Hours,V32,New Delhi,Non-Integrated,80.00
02-01-24,Feb-24,Hours,V32,Offshore Other,All,14.80
02-01-24,Feb-24,Hours,V32,Offshore Other,Integrated,0.00
02-01-24,Feb-24,Hours,V32,Offshore Other,Non-Integrated,14.80
02-01-24,Feb-24,Hours,V32,Tengiz,All,45292.00
02-01-24,Feb-24,Hours,V32,Tengiz,Integrated,35256.00
02-01-24,Feb-24,Hours,V32,Tengiz,Non-Integrated,10036.00
03-01-24,Mar-24,Hours,V32,Almaty,All,306.00
03-01-24,Mar-24,Hours,V32,Almaty,Integrated,0.00
03-01-24,Mar-24,Hours,V32,Almaty,Non-Integrated,306.00
03-01-24,Mar-24,Hours,V32,Atyrau,All,18595.00
03-01-24,Mar-24,Hours,V32,Atyrau,Integrated,1836.00
03-01-24,Mar-24,Hours,V32,Atyrau,Non-Integrated,16759.00
03-01-24,Mar-24,Hours,V32,Farnborough,All,4777.50
03-01-24,Mar-24,Hours,V32,Farnborough,Integrated,165.75
03-01-24,Mar-24,Hours,V32,Farnborough,Non-Integrated,4611.75
03-01-24,Mar-24,Hours,V32,New Delhi,All,102.00
03-01-24,Mar-24,Hours,V32,New Delhi,Integrated,0.00
03-01-24,Mar-24,Hours,V32,New Delhi,Non-Integrated,102.00
03-01-24,Mar-24,Hours,V32,Offshore Other,All,15.30
03-01-24,Mar-24,Hours,V32,Offshore Other,Integrated,0.00
03-01-24,Mar-24,Hours,V32,Offshore Other,Non-Integrated,15.30
03-01-24,Mar-24,Hours,V32,Tengiz,All,51428.00
03-01-24,Mar-24,Hours,V32,Tengiz,Integrated,41145.00
03-01-24,Mar-24,Hours,V32,Tengiz,Non-Integrated,10283.00
04-01-24,Apr-24,Hours,V32,Almaty,All,296.00
04-01-24,Apr-24,Hours,V32,Almaty,Integrated,0.00
04-01-24,Apr-24,Hours,V32,Almaty,Non-Integrated,296.00
04-01-24,Apr-24,Hours,V32,Atyrau,All,16800.00
04-01-24,Apr-24,Hours,V32,Atyrau,Integrated,1480.00
04-01-24,Apr-24,Hours,V32,Atyrau,Non-Integrated,15320.00
04-01-24,Apr-24,Hours,V32,Farnborough,All,3406.56
04-01-24,Apr-24,Hours,V32,Farnborough,Integrated,37.75
04-01-24,Apr-24,Hours,V32,Farnborough,Non-Integrated,3368.81
04-01-24,Apr-24,Hours,V32,New Delhi,All,80.00
04-01-24,Apr-24,Hours,V32,New Delhi,Integrated,0.00
04-01-24,Apr-24,Hours,V32,New Delhi,Non-Integrated,80.00
04-01-24,Apr-24,Hours,V32,Offshore Other,All,14.80
04-01-24,Apr-24,Hours,V32,Offshore Other,Integrated,0.00
04-01-24,Apr-24,Hours,V32,Offshore Other,Non-Integrated,14.80
04-01-24,Apr-24,Hours,V32,Tengiz,All,33943.00
04-01-24,Apr-24,Hours,V32,Tengiz,Integrated,28119.00
04-01-24,Apr-24,Hours,V32,Tengiz,Non-Integrated,5824.00
05-01-24,May-24,Hours,V32,Almaty,All,124.00
05-01-24,May-24,Hours,V32,Almaty,Integrated,0.00
05-01-24,May-24,Hours,V32,Almaty,Non-Integrated,124.00
05-01-24,May-24,Hours,V32,Atyrau,All,11824.00
05-01-24,May-24,Hours,V32,Atyrau,Integrated,1240.00
05-01-24,May-24,Hours,V32,Atyrau,Non-Integrated,10584.00
05-01-24,May-24,Hours,V32,Farnborough,All,3107.58
05-01-24,May-24,Hours,V32,Farnborough,Integrated,37.75
05-01-24,May-24,Hours,V32,Farnborough,Non-Integrated,3069.83
05-01-24,May-24,Hours,V32,New Delhi,All,80.00
05-01-24,May-24,Hours,V32,New Delhi,Integrated,0.00
05-01-24,May-24,Hours,V32,New Delhi,Non-Integrated,80.00
05-01-24,May-24,Hours,V32,Offshore Other,All,12.40
05-01-24,May-24,Hours,V32,Offshore Other,Integrated,0.00
05-01-24,May-24,Hours,V32,Offshore Other,Non-Integrated,12.40
05-01-24,May-24,Hours,V32,Tengiz,All,31005.00
05-01-24,May-24,Hours,V32,Tengiz,Integrated,26325.00
05-01-24,May-24,Hours,V32,Tengiz,Non-Integrated,4680.00
06-01-24,Jun-24,Hours,V32,Almaty,All,185.00
06-01-24,Jun-24,Hours,V32,Almaty,Integrated,0.00
06-01-24,Jun-24,Hours,V32,Almaty,Non-Integrated,185.00
06-01-24,Jun-24,Hours,V32,Atyrau,All,13292.00
06-01-24,Jun-24,Hours,V32,Atyrau,Integrated,1702.00
06-01-24,Jun-24,Hours,V32,Atyrau,Non-Integrated,11590.00
06-01-24,Jun-24,Hours,V32,Farnborough,All,2791.91
06-01-24,Jun-24,Hours,V32,Farnborough,Integrated,46.75
06-01-24,Jun-24,Hours,V32,Farnborough,Non-Integrated,2745.16
06-01-24,Jun-24,Hours,V32,New Delhi,All,0.00
06-01-24,Jun-24,Hours,V32,New Delhi,Integrated,0.00
06-01-24,Jun-24,Hours,V32,New Delhi,Non-Integrated,0.00
06-01-24,Jun-24,Hours,V32,Offshore Other,All,0.00
06-01-24,Jun-24,Hours,V32,Offshore Other,Integrated,0.00
06-01-24,Jun-24,Hours,V32,Offshore Other,Non-Integrated,0.00
06-01-24,Jun-24,Hours,V32,Tengiz,All,29523.00
06-01-24,Jun-24,Hours,V32,Tengiz,Integrated,23829.00
06-01-24,Jun-24,Hours,V32,Tengiz,Non-Integrated,5694.00
07-01-24,Jul-24,Hours,V32,Almaty,All,136.00
07-01-24,Jul-24,Hours,V32,Almaty,Integrated,0.00
07-01-24,Jul-24,Hours,V32,Almaty,Non-Integrated,136.00
07-01-24,Jul-24,Hours,V32,Atyrau,All,8020.00
