Period,Period1,Type,Revision,Location,Integrated,Values
07-01-24,Jul-24,Hours,V32,Atyrau,Integrated,136.00
07-01-24,Jul-24,Hours,V32,Atyrau,Non-Integrated,7884.00
07-01-24,Jul-24,Hours,V32,Farnborough,All,1921.60
07-01-24,Jul-24,Hours,V32,Farnborough,Integrated,0.00
07-01-24,Jul-24,Hours,V32,Farnborough,Non-Integrated,1921.60
07-01-24,Jul-24,Hours,V32,New Delhi,All,0.00
07-01-24,Jul-24,Hours,V32,New Delhi,Integrated,0.00
07-01-24,Jul-24,Hours,V32,New Delhi,Non-Integrated,0.00
07-01-24,Jul-24,Hours,V32,Offshore Other,All,0.00
07-01-24,Jul-24,Hours,V32,Offshore Other,Integrated,0.00
07-01-24,Jul-24,Hours,V32,Offshore Other,Non-Integrated,0.00
07-01-24,Jul-24,Hours,V32,Tengiz,All,9984.00
07-01-24,Jul-24,Hours,V32,Tengiz,Integrated,5616.00
07-01-24,Jul-24,Hours,V32,Tengiz,Non-Integrated,4368.00
08-01-24,Aug-24,Hours,V32,Almaty,All,140.00
08-01-24,Aug-24,Hours,V32,Almaty,Integrated,0.00
08-01-24,Aug-24,Hours,V32,Almaty,Non-Integrated,140.00
08-01-24,Aug-24,Hours,V32,Atyrau,All,6840.00
08-01-24,Aug-24,Hours,V32,Atyrau,Integrated,140.00
08-01-24,Aug-24,Hours,V32,Atyrau,Non-Integrated,6700.00
08-01-24,Aug-24,Hours,V32,Farnborough,All,1478.40
08-01-24,Aug-24,Hours,V32,Farnborough,Integrated,0.00
08-01-24,Aug-24,Hours,V32,Farnborough,Non-Integrated,1478.40
08-01-24,Aug-24,Hours,V32,New Delhi,All,0.00
08-01-24,Aug-24,Hours,V32,New Delhi,Integrated,0.00
08-01-24,Aug-24,Hours,V32,New Delhi,Non-Integrated,0.00
08-01-24,Aug-24,Hours,V32,Offshore Other,All,0.00
08-01-24,Aug-24,Hours,V32,Offshore Other,Integrated,0.00
08-01-24,Aug-24,Hours,V32,Offshore Other,Non-Integrated,0.00
08-01-24,Aug-24,Hours,V32,Tengiz,All,9087.00
08-01-24,Aug-24,Hours,V32,Tengiz,Integrated,4836.00
08-01-24,Aug-24,Hours,V32,Tengiz,Non-Integrated,4251.00
09-01-24,Sep-24,Hours,V32,Almaty,All,177.00
09-01-24,Sep-24,Hours,V32,Almaty,Integrated,0.00
09-01-24,Sep-24,Hours,V32,Almaty,Non-Integrated,177.00
09-01-24,Sep-24,Hours,V32,Atyrau,All,5454.00
09-01-24,Sep-24,Hours,V32,Atyrau,Integrated,177.00
09-01-24,Sep-24,Hours,V32,Atyrau,Non-Integrated,5277.00
09-01-24,Sep-24,Hours,V32,Farnborough,All,1066.65
09-01-24,Sep-24,Hours,V32,Farnborough,Integrated,0.00
09-01-24,Sep-24,Hours,V32,Farnborough,Non-Integrated,1066.65
09-01-24,Sep-24,Hours,V32,New Delhi,All,0.00
09-01-24,Sep-24,Hours,V32,New Delhi,Integrated,0.00
09-01-24,Sep-24,Hours,V32,New Delhi,Non-Integrated,0.00
09-01-24,Sep-24,Hours,V32,Offshore Other,All,0.00
09-01-24,Sep-24,Hours,V32,Offshore Other,Integrated,0.00
09-01-24,Sep-24,Hours,V32,Offshore Other,Non-Integrated,0.00
09-01-24,Sep-24,Hours,V32,Tengiz,All,7488.00
09-01-24,Sep-24,Hours,V32,Tengiz,Integrated,3939.00
09-01-24,Sep-24,Hours,V32,Tengiz,Non-Integrated,3549.00
10-01-24,Oct-24,Hours,V32,Almaty,All,148.00
10-01-24,Oct-24,Hours,V32,Almaty,Integrated,0.00
10-01-24,Oct-24,Hours,V32,Almaty,Non-Integrated,148.00
10-01-24,Oct-24,Hours,V32,Atyrau,All,3796.00
10-01-24,Oct-24,Hours,V32,Atyrau,Integrated,0.00
10-01-24,Oct-24,Hours,V32,Atyrau,Non-Integrated,3796.00
10-01-24,Oct-24,Hours,V32,Farnborough,All,715.20
10-01-24,Oct-24,Hours,V32,Farnborough,Integrated,0.00
10-01-24,Oct-24,Hours,V32,Farnborough,Non-Integrated,715.20
10-01-24,Oct-24,Hours,V32,New Delhi,All,0.00
10-01-24,Oct-24,Hours,V32,New Delhi,Integrated,0.00
10-01-24,Oct-24,Hours,V32,New Delhi,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V32,Offshore Other,All,0.00
10-01-24,Oct-24,Hours,V32,Offshore Other,Integrated,0.00
10-01-24,Oct-24,Hours,V32,Offshore Other,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V32,Tengiz,All,2028.00
10-01-24,Oct-24,Hours,V32,Tengiz,Integrated,468.00
10-01-24,Oct-24,Hours,V32,Tengiz,Non-Integrated,1560.00
11-01-24,Nov-24,Hours,V32,Almaty,All,148.00
11-01-24,Nov-24,Hours,V32,Almaty,Integrated,0.00
11-01-24,Nov-24,Hours,V32,Almaty,Non-Integrated,148.00
11-01-24,Nov-24,Hours,V32,Atyrau,All,3796.00
11-01-24,Nov-24,Hours,V32,Atyrau,Integrated,0.00
11-01-24,Nov-24,Hours,V32,Atyrau,Non-Integrated,3796.00
11-01-24,Nov-24,Hours,V32,Farnborough,All,715.20
11-01-24,Nov-24,Hours,V32,Farnborough,Integrated,0.00
11-01-24,Nov-24,Hours,V32,Farnborough,Non-Integrated,715.20
11-01-24,Nov-24,Hours,V32,New Delhi,All,0.00
11-01-24,Nov-24,Hours,V32,New Delhi,Integrated,0.00
11-01-24,Nov-24,Hours,V32,New Delhi,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V32,Offshore Other,All,0.00
11-01-24,Nov-24,Hours,V32,Offshore Other,Integrated,0.00
11-01-24,Nov-24,Hours,V32,Offshore Other,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V32,Tengiz,All,2028.00
11-01-24,Nov-24,Hours,V32,Tengiz,Integrated,468.00
11-01-24,Nov-24,Hours,V32,Tengiz,Non-Integrated,1560.00
12-01-24,Dec-24,Hours,V32,Almaty,All,161.00
12-01-24,Dec-24,Hours,V32,Almaty,Integrated,0.00
12-01-24,Dec-24,Hours,V32,Almaty,Non-Integrated,161.00
12-01-24,Dec-24,Hours,V32,Atyrau,All,2446.00
12-01-24,Dec-24,Hours,V32,Atyrau,Integrated,0.00
12-01-24,Dec-24,Hours,V32,Atyrau,Non-Integrated,2446.00
12-01-24,Dec-24,Hours,V32,Farnborough,All,715.20
12-01-24,Dec-24,Hours,V32,Farnborough,Integrated,0.00
12-01-24,Dec-24,Hours,V32,Farnborough,Non-Integrated,715.20
12-01-24,Dec-24,Hours,V32,New Delhi,All,0.00
12-01-24,Dec-24,Hours,V32,New Delhi,Integrated,0.00
12-01-24,Dec-24,Hours,V32,New Delhi,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V32,Offshore Other,All,0.00
12-01-24,Dec-24,Hours,V32,Offshore Other,Integrated,0.00
12-01-24,Dec-24,Hours,V32,Offshore Other,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V32,Tengiz,All,1404.00
12-01-24,Dec-24,Hours,V32,Tengiz,Integrated,429.00
12-01-24,Dec-24,Hours,V32,Tengiz,Non-Integrated,975.00
01-01-25,Jan-25,Hours,V32,Almaty,All,0.00
01-01-25,Jan-25,Hours,V32,Almaty,Integrated,0.00
01-01-25,Jan-25,Hours,V32,Almaty,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V32,Atyrau,All,0.00
01-01-25,Jan-25,Hours,V32,Atyrau,Integrated,0.00
01-01-25,Jan-25,Hours,V32,Atyrau,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V32,Farnborough,All,0.00
01-01-25,Jan-25,Hours,V32,Farnborough,Integrated,0.00
01-01-25,Jan-25,Hours,V32,Farnborough,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V32,New Delhi,All,0.00
01-01-25,Jan-25,Hours,V32,New Delhi,Integrated,0.00
01-01-25,Jan-25,Hours,V32,New Delhi,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V32,Offshore Other,All,0.00
01-01-25,Jan-25,Hours,V32,Offshore Other,Integrated,0.00
01-01-25,Jan-25,Hours,V32,Offshore Other,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V32,Tengiz,All,0.00
01-01-25,Jan-25,Hours,V32,Tengiz,Integrated,0.00
01-01-25,Jan-25,Hours,V32,Tengiz,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V32,Almaty,All,0.00
02-01-25,Feb-25,Hours,V32,Almaty,Integrated,0.00
02-01-25,Feb-25,Hours,V32,Almaty,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V32,Atyrau,All,0.00
02-01-25,Feb-25,Hours,V32,Atyrau,Integrated,0.00
02-01-25,Feb-25,Hours,V32,Atyrau,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V32,Farnborough,All,0.00
02-01-25,Feb-25,Hours,V32,Farnborough,Integrated,0.00
02-01-25,Feb-25,Hours,V32,Farnborough,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V32,New Delhi,All,0.00
02-01-25,Feb-25,Hours,V32,New Delhi,Integrated,0.00
02-01-25,Feb-25,Hours,V32,New Delhi,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V32,Offshore Other,All,0.00
02-01-25,Feb-25,Hours,V32,Offshore Other,Integrated,0.00
02-01-25,Feb-25,Hours,V32,Offshore Other,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V32,Tengiz,All,0.00
02-01-25,Feb-25,Hours,V32,Tengiz,Integrated,0.00
02-01-25,Feb-25,Hours,V32,Tengiz,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V32,Almaty,All,0.00
03-01-25,Mar-25,Hours,V32,Almaty,Integrated,0.00
03-01-25,Mar-25,Hours,V32,Almaty,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V32,Atyrau,All,0.00
03-01-25,Mar-25,Hours,V32,Atyrau,Integrated,0.00
03-01-25,Mar-25,Hours,V32,Atyrau,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V32,Farnborough,All,0.00
03-01-25,Mar-25,Hours,V32,Farnborough,Integrated,0.00
03-01-25,Mar-25,Hours,V32,Farnborough,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V32,New Delhi,All,0.00
03-01-25,Mar-25,Hours,V32,New Delhi,Integrated,0.00
03-01-25,Mar-25,Hours,V32,New Delhi,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V32,Offshore Other,All,0.00
03-01-25,Mar-25,Hours,V32,Offshore Other,Integrated,0.00
03-01-25,Mar-25,Hours,V32,Offshore Other,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V32,Tengiz,All,0.00
03-01-25,Mar-25,Hours,V32,Tengiz,Integrated,0.00
03-01-25,Mar-25,Hours,V32,Tengiz,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V32,Almaty,All,0.00
04-01-25,Apr-25,Hours,V32,Almaty,Integrated,0.00
04-01-25,Apr-25,Hours,V32,Almaty,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V32,Atyrau,All,0.00
04-01-25,Apr-25,Hours,V32,Atyrau,Integrated,0.00
04-01-25,Apr-25,Hours,V32,Atyrau,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V32,Farnborough,All,0.00
04-01-25,Apr-25,Hours,V32,Farnborough,Integrated,0.00
04-01-25,Apr-25,Hours,V32,Farnborough,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V32,New Delhi,All,0.00
04-01-25,Apr-25,Hours,V32,New Delhi,Integrated,0.00
04-01-25,Apr-25,Hours,V32,New Delhi,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V32,Offshore Other,All,0.00
04-01-25,Apr-25,Hours,V32,Offshore Other,Integrated,0.00
04-01-25,Apr-25,Hours,V32,Offshore Other,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V32,Tengiz,All,0.00
04-01-25,Apr-25,Hours,V32,Tengiz,Integrated,0.00
04-01-25,Apr-25,Hours,V32,Tengiz,Non-Integrated,0.00
01-01-24,Jan-24,FTE,V33,Almaty,All,2.00
01-01-24,Jan-24,FTE,V33,Almaty,Integrated,0.00
01-01-24,Jan-24,FTE,V33,Almaty,Non-Integrated,2.00
01-01-24,Jan-24,FTE,V33,Atyrau,All,145.00
01-01-24,Jan-24,FTE,V33,Atyrau,Integrated,14.00
01-01-24,Jan-24,FTE,V33,Atyrau,Non-Integrated,131.00
01-01-24,Jan-24,FTE,V33,Farnborough,All,33.59
01-01-24,Jan-24,FTE,V33,Farnborough,Integrated,0.85
01-01-24,Jan-24,FTE,V33,Farnborough,Non-Integrated,32.74
01-01-24,Jan-24,FTE,V33,New Delhi,All,1.89
01-01-24,Jan-24,FTE,V33,New Delhi,Integrated,0.00
01-01-24,Jan-24,FTE,V33,New Delhi,Non-Integrated,1.89
01-01-24,Jan-24,FTE,V33,Offshore Other,All,0.10
01-01-24,Jan-24,FTE,V33,Offshore Other,Integrated,0.00
01-01-24,Jan-24,FTE,V33,Offshore Other,Non-Integrated,0.10
01-01-24,Jan-24,FTE,V33,Tengiz,All,186.00
01-01-24,Jan-24,FTE,V33,Tengiz,Integrated,133.00
01-01-24,Jan-24,FTE,V33,Tengiz,Non-Integrated,53.00
02-01-24,Feb-24,FTE,V33,Almaty,All,2.00
02-01-24,Feb-24,FTE,V33,Almaty,Integrated,0.00
02-01-24,Feb-24,FTE,V33,Almaty,Non-Integrated,2.00
02-01-24,Feb-24,FTE,V33,Atyrau,All,144.00
02-01-24,Feb-24,FTE,V33,Atyrau,Integrated,14.00
02-01-24,Feb-24,FTE,V33,Atyrau,Non-Integrated,130.00
02-01-24,Feb-24,FTE,V33,Farnborough,All,32.95
02-01-24,Feb-24,FTE,V33,Farnborough,Integrated,0.85
02-01-24,Feb-24,FTE,V33,Farnborough,Non-Integrated,32.10
02-01-24,Feb-24,FTE,V33,New Delhi,All,1.89
02-01-24,Feb-24,FTE,V33,New Delhi,Integrated,0.00
02-01-24,Feb-24,FTE,V33,New Delhi,Non-Integrated,1.89
02-01-24,Feb-24,FTE,V33,Offshore Other,All,0.10
02-01-24,Feb-24,FTE,V33,Offshore Other,Integrated,0.00
02-01-24,Feb-24,FTE,V33,Offshore Other,Non-Integrated,0.10
02-01-24,Feb-24,FTE,V33,Tengiz,All,178.50
02-01-24,Feb-24,FTE,V33,Tengiz,Integrated,131.50
02-01-24,Feb-24,FTE,V33,Tengiz,Non-Integrated,47.00
03-01-24,Mar-24,FTE,V33,Almaty,All,2.00
03-01-24,Mar-24,FTE,V33,Almaty,Integrated,0.00
03-01-24,Mar-24,FTE,V33,Almaty,Non-Integrated,2.00
03-01-24,Mar-24,FTE,V33,Atyrau,All,135.00
03-01-24,Mar-24,FTE,V33,Atyrau,Integrated,14.00
03-01-24,Mar-24,FTE,V33,Atyrau,Non-Integrated,121.00
03-01-24,Mar-24,FTE,V33,Farnborough,All,32.06
03-01-24,Mar-24,FTE,V33,Farnborough,Integrated,0.85
03-01-24,Mar-24,FTE,V33,Farnborough,Non-Integrated,31.21
03-01-24,Mar-24,FTE,V33,New Delhi,All,1.00
03-01-24,Mar-24,FTE,V33,New Delhi,Integrated,0.00
03-01-24,Mar-24,FTE,V33,New Delhi,Non-Integrated,1.00
03-01-24,Mar-24,FTE,V33,Offshore Other,All,0.10
03-01-24,Mar-24,FTE,V33,Offshore Other,Integrated,0.00
03-01-24,Mar-24,FTE,V33,Offshore Other,Non-Integrated,0.10
03-01-24,Mar-24,FTE,V33,Tengiz,All,166.00
03-01-24,Mar-24,FTE,V33,Tengiz,Integrated,128.00
03-01-24,Mar-24,FTE,V33,Tengiz,Non-Integrated,38.00
04-01-24,Apr-24,FTE,V33,Almaty,All,2.00
04-01-24,Apr-24,FTE,V33,Almaty,Integrated,0.00
04-01-24,Apr-24,FTE,V33,Almaty,Non-Integrated,2.00
04-01-24,Apr-24,FTE,V33,Atyrau,All,118.00
04-01-24,Apr-24,FTE,V33,Atyrau,Integrated,10.00
04-01-24,Apr-24,FTE,V33,Atyrau,Non-Integrated,108.00
04-01-24,Apr-24,FTE,V33,Farnborough,All,25.82
04-01-24,Apr-24,FTE,V33,Farnborough,Integrated,0.85
04-01-24,Apr-24,FTE,V33,Farnborough,Non-Integrated,24.97
04-01-24,Apr-24,FTE,V33,New Delhi,All,0.50
04-01-24,Apr-24,FTE,V33,New Delhi,Integrated,0.00
04-01-24,Apr-24,FTE,V33,New Delhi,Non-Integrated,0.50
04-01-24,Apr-24,FTE,V33,Offshore Other,All,0.10
04-01-24,Apr-24,FTE,V33,Offshore Other,Integrated,0.00
04-01-24,Apr-24,FTE,V33,Offshore Other,Non-Integrated,0.10
04-01-24,Apr-24,FTE,V33,Tengiz,All,124.00
04-01-24,Apr-24,FTE,V33,Tengiz,Integrated,102.00
04-01-24,Apr-24,FTE,V33,Tengiz,Non-Integrated,22.00
05-01-24,May-24,FTE,V33,Almaty,All,1.00
05-01-24,May-24,FTE,V33,Almaty,Integrated,0.00
05-01-24,May-24,FTE,V33,Almaty,Non-Integrated,1.00
05-01-24,May-24,FTE,V33,Atyrau,All,97.00
05-01-24,May-24,FTE,V33,Atyrau,Integrated,10.00
05-01-24,May-24,FTE,V33,Atyrau,Non-Integrated,87.00
05-01-24,May-24,FTE,V33,Farnborough,All,21.85
05-01-24,May-24,FTE,V33,Farnborough,Integrated,0.85
05-01-24,May-24,FTE,V33,Farnborough,Non-Integrated,21.00
05-01-24,May-24,FTE,V33,New Delhi,All,0.50
05-01-24,May-24,FTE,V33,New Delhi,Integrated,0.00
05-01-24,May-24,FTE,V33,New Delhi,Non-Integrated,0.50
05-01-24,May-24,FTE,V33,Offshore Other,All,0.10
05-01-24,May-24,FTE,V33,Offshore Other,Integrated,0.00
05-01-24,May-24,FTE,V33,Offshore Other,Non-Integrated,0.10
05-01-24,May-24,FTE,V33,Tengiz,All,113.00
05-01-24,May-24,FTE,V33,Tengiz,Integrated,98.00
05-01-24,May-24,FTE,V33,Tengiz,Non-Integrated,15.00
06-01-24,Jun-24,FTE,V33,Almaty,All,1.00
06-01-24,Jun-24,FTE,V33,Almaty,Integrated,0.00
06-01-24,Jun-24,FTE,V33,Almaty,Non-Integrated,1.00
06-01-24,Jun-24,FTE,V33,Atyrau,All,76.00
06-01-24,Jun-24,FTE,V33,Atyrau,Integrated,10.00
06-01-24,Jun-24,FTE,V33,Atyrau,Non-Integrated,66.00
06-01-24,Jun-24,FTE,V33,Farnborough,All,11.06
06-01-24,Jun-24,FTE,V33,Farnborough,Integrated,0.85
06-01-24,Jun-24,FTE,V33,Farnborough,Non-Integrated,10.21
06-01-24,Jun-24,FTE,V33,New Delhi,All,0.00
06-01-24,Jun-24,FTE,V33,New Delhi,Integrated,0.00
06-01-24,Jun-24,FTE,V33,New Delhi,Non-Integrated,0.00
06-01-24,Jun-24,FTE,V33,Offshore Other,All,0.00
06-01-24,Jun-24,FTE,V33,Offshore Other,Integrated,0.00
06-01-24,Jun-24,FTE,V33,Offshore Other,Non-Integrated,0.00
06-01-24,Jun-24,FTE,V33,Tengiz,All,100.50
06-01-24,Jun-24,FTE,V33,Tengiz,Integrated,87.00
06-01-24,Jun-24,FTE,V33,Tengiz,Non-Integrated,13.50
07-01-24,Jul-24,FTE,V33,Almaty,All,1.00
07-01-24,Jul-24,FTE,V33,Almaty,Integrated,0.00
07-01-24,Jul-24,FTE,V33,Almaty,Non-Integrated,1.00
07-01-24,Jul-24,FTE,V33,Atyrau,All,60.00
07-01-24,Jul-24,FTE,V33,Atyrau,Integrated,1.00
07-01-24,Jul-24,FTE,V33,Atyrau,Non-Integrated,59.00
07-01-24,Jul-24,FTE,V33,Farnborough,All,9.32
07-01-24,Jul-24,FTE,V33,Farnborough,Integrated,0.00
07-01-24,Jul-24,FTE,V33,Farnborough,Non-Integrated,9.32
07-01-24,Jul-24,FTE,V33,New Delhi,All,0.00
07-01-24,Jul-24,FTE,V33,New Delhi,Integrated,0.00
07-01-24,Jul-24,FTE,V33,New Delhi,Non-Integrated,0.00
07-01-24,Jul-24,FTE,V33,Offshore Other,All,0.00
07-01-24,Jul-24,FTE,V33,Offshore Other,Integrated,0.00
07-01-24,Jul-24,FTE,V33,Offshore Other,Non-Integrated,0.00
07-01-24,Jul-24,FTE,V33,Tengiz,All,25.50
07-01-24,Jul-24,FTE,V33,Tengiz,Integrated,17.50
07-01-24,Jul-24,FTE,V33,Tengiz,Non-Integrated,8.00
08-01-24,Aug-24,FTE,V33,Almaty,All,1.00
08-01-24,Aug-24,FTE,V33,Almaty,Integrated,0.00
08-01-24,Aug-24,FTE,V33,Almaty,Non-Integrated,1.00
08-01-24,Aug-24,FTE,V33,Atyrau,All,50.00
08-01-24,Aug-24,FTE,V33,Atyrau,Integrated,1.00
08-01-24,Aug-24,FTE,V33,Atyrau,Non-Integrated,49.00
08-01-24,Aug-24,FTE,V33,Farnborough,All,9.32
08-01-24,Aug-24,FTE,V33,Farnborough,Integrated,0.00
08-01-24,Aug-24,FTE,V33,Farnborough,Non-Integrated,9.32
08-01-24,Aug-24,FTE,V33,New Delhi,All,0.00
08-01-24,Aug-24,FTE,V33,New Delhi,Integrated,0.00
08-01-24,Aug-24,FTE,V33,New Delhi,Non-Integrated,0.00
08-01-24,Aug-24,FTE,V33,Offshore Other,All,0.00
08-01-24,Aug-24,FTE,V33,Offshore Other,Integrated,0.00
08-01-24,Aug-24,FTE,V33,Offshore Other,Non-Integrated,0.00
08-01-24,Aug-24,FTE,V33,Tengiz,All,21.50
08-01-24,Aug-24,FTE,V33,Tengiz,Integrated,16.50
08-01-24,Aug-24,FTE,V33,Tengiz,Non-Integrated,5.00
09-01-24,Sep-24,FTE,V33,Almaty,All,1.00
09-01-24,Sep-24,FTE,V33,Almaty,Integrated,0.00
09-01-24,Sep-24,FTE,V33,Almaty,Non-Integrated,1.00
09-01-24,Sep-24,FTE,V33,Atyrau,All,18.00
09-01-24,Sep-24,FTE,V33,Atyrau,Integrated,1.00
09-01-24,Sep-24,FTE,V33,Atyrau,Non-Integrated,17.00
09-01-24,Sep-24,FTE,V33,Farnborough,All,5.76
09-01-24,Sep-24,FTE,V33,Farnborough,Integrated,0.00
09-01-24,Sep-24,FTE,V33,Farnborough,Non-Integrated,5.76
09-01-24,Sep-24,FTE,V33,New Delhi,All,0.00
09-01-24,Sep-24,FTE,V33,New Delhi,Integrated,0.00
09-01-24,Sep-24,FTE,V33,New Delhi,Non-Integrated,0.00
09-01-24,Sep-24,FTE,V33,Offshore Other,All,0.00
09-01-24,Sep-24,FTE,V33,Offshore Other,Integrated,0.00
09-01-24,Sep-24,FTE,V33,Offshore Other,Non-Integrated,0.00
09-01-24,Sep-24,FTE,V33,Tengiz,All,17.00
09-01-24,Sep-24,FTE,V33,Tengiz,Integrated,13.50
09-01-24,Sep-24,FTE,V33,Tengiz,Non-Integrated,3.50
10-01-24,Oct-24,FTE,V33,Almaty,All,0.00
10-01-24,Oct-24,FTE,V33,Almaty,Integrated,0.00
10-01-24,Oct-24,FTE,V33,Almaty,Non-Integrated,0.00
10-01-24,Oct-24,FTE,V33,Atyrau,All,1.00
10-01-24,Oct-24,FTE,V33,Atyrau,Integrated,1.00
10-01-24,Oct-24,FTE,V33,Atyrau,Non-Integrated,0.00
10-01-24,Oct-24,FTE,V33,Farnborough,All,0.00
10-01-24,Oct-24,FTE,V33,Farnborough,Integrated,0.00
10-01-24,Oct-24,FTE,V33,Farnborough,Non-Integrated,0.00
10-01-24,Oct-24,FTE,V33,New Delhi,All,0.00
10-01-24,Oct-24,FTE,V33,New Delhi,Integrated,0.00
10-01-24,Oct-24,FTE,V33,New Delhi,Non-Integrated,0.00
10-01-24,Oct-24,FTE,V33,Offshore Other,All,0.00
10-01-24,Oct-24,FTE,V33,Offshore Other,Integrated,0.00
10-01-24,Oct-24,FTE,V33,Offshore Other,Non-Integrated,0.00
10-01-24,Oct-24,FTE,V33,Tengiz,All,7.50
10-01-24,Oct-24,FTE,V33,Tengiz,Integrated,5.50
10-01-24,Oct-24,FTE,V33,Tengiz,Non-Integrated,2.00
11-01-24,Nov-24,FTE,V33,Almaty,All,0.00
