Period,Period1,Type,Revision,Location,Integrated,Values
01-01-25,Jan-25,HeadCount,V33,Tengiz,Integrated,0.00
01-01-25,Jan-25,HeadCount,V33,Tengiz,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Almaty,All,0.00
02-01-25,Feb-25,HeadCount,V33,Almaty,Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Almaty,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Atyrau,All,0.00
02-01-25,Feb-25,HeadCount,V33,Atyrau,Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Atyrau,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Farnborough,All,0.00
02-01-25,Feb-25,HeadCount,V33,Farnborough,Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Farnborough,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,New Delhi,All,0.00
02-01-25,Feb-25,HeadCount,V33,New Delhi,Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,New Delhi,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Offshore Other,All,0.00
02-01-25,Feb-25,HeadCount,V33,Offshore Other,Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Offshore Other,Non-Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Tengiz,All,0.00
02-01-25,Feb-25,HeadCount,V33,Tengiz,Integrated,0.00
02-01-25,Feb-25,HeadCount,V33,Tengiz,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Almaty,All,0.00
03-01-25,Mar-25,HeadCount,V33,Almaty,Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Almaty,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Atyrau,All,0.00
03-01-25,Mar-25,HeadCount,V33,Atyrau,Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Atyrau,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Farnborough,All,0.00
03-01-25,Mar-25,HeadCount,V33,Farnborough,Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Farnborough,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,New Delhi,All,0.00
03-01-25,Mar-25,HeadCount,V33,New Delhi,Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,New Delhi,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Offshore Other,All,0.00
03-01-25,Mar-25,HeadCount,V33,Offshore Other,Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Offshore Other,Non-Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Tengiz,All,0.00
03-01-25,Mar-25,HeadCount,V33,Tengiz,Integrated,0.00
03-01-25,Mar-25,HeadCount,V33,Tengiz,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Almaty,All,0.00
04-01-25,Apr-25,HeadCount,V33,Almaty,Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Almaty,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Atyrau,All,0.00
04-01-25,Apr-25,HeadCount,V33,Atyrau,Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Atyrau,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Farnborough,All,0.00
04-01-25,Apr-25,HeadCount,V33,Farnborough,Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Farnborough,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,New Delhi,All,0.00
04-01-25,Apr-25,HeadCount,V33,New Delhi,Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,New Delhi,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Offshore Other,All,0.00
04-01-25,Apr-25,HeadCount,V33,Offshore Other,Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Offshore Other,Non-Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Tengiz,All,0.00
04-01-25,Apr-25,HeadCount,V33,Tengiz,Integrated,0.00
04-01-25,Apr-25,HeadCount,V33,Tengiz,Non-Integrated,0.00
01-01-24,Jan-24,Hours,V33,Almaty,All,248.00
01-01-24,Jan-24,Hours,V33,Almaty,Integrated,0.00
01-01-24,Jan-24,Hours,V33,Almaty,Non-Integrated,248.00
01-01-24,Jan-24,Hours,V33,Atyrau,All,18540.00
01-01-24,Jan-24,Hours,V33,Atyrau,Integrated,1736.00
01-01-24,Jan-24,Hours,V33,Atyrau,Non-Integrated,16804.00
01-01-24,Jan-24,Hours,V33,Farnborough,All,5072.09
01-01-24,Jan-24,Hours,V33,Farnborough,Integrated,128.35
01-01-24,Jan-24,Hours,V33,Farnborough,Non-Integrated,4943.74
01-01-24,Jan-24,Hours,V33,New Delhi,All,302.40
01-01-24,Jan-24,Hours,V33,New Delhi,Integrated,0.00
01-01-24,Jan-24,Hours,V33,New Delhi,Non-Integrated,302.40
01-01-24,Jan-24,Hours,V33,Offshore Other,All,12.40
01-01-24,Jan-24,Hours,V33,Offshore Other,Integrated,0.00
01-01-24,Jan-24,Hours,V33,Offshore Other,Non-Integrated,12.40
01-01-24,Jan-24,Hours,V33,Tengiz,All,57070.00
01-01-24,Jan-24,Hours,V33,Tengiz,Integrated,41457.00
01-01-24,Jan-24,Hours,V33,Tengiz,Non-Integrated,15613.00
02-01-24,Feb-24,Hours,V33,Almaty,All,296.00
02-01-24,Feb-24,Hours,V33,Almaty,Integrated,0.00
02-01-24,Feb-24,Hours,V33,Almaty,Non-Integrated,296.00
02-01-24,Feb-24,Hours,V33,Atyrau,All,21600.00
02-01-24,Feb-24,Hours,V33,Atyrau,Integrated,2072.00
02-01-24,Feb-24,Hours,V33,Atyrau,Non-Integrated,19528.00
02-01-24,Feb-24,Hours,V33,Farnborough,All,5261.00
02-01-24,Feb-24,Hours,V33,Farnborough,Integrated,136.00
02-01-24,Feb-24,Hours,V33,Farnborough,Non-Integrated,5125.00
02-01-24,Feb-24,Hours,V33,New Delhi,All,302.40
02-01-24,Feb-24,Hours,V33,New Delhi,Integrated,0.00
02-01-24,Feb-24,Hours,V33,New Delhi,Non-Integrated,302.40
02-01-24,Feb-24,Hours,V33,Offshore Other,All,14.80
02-01-24,Feb-24,Hours,V33,Offshore Other,Integrated,0.00
02-01-24,Feb-24,Hours,V33,Offshore Other,Non-Integrated,14.80
02-01-24,Feb-24,Hours,V33,Tengiz,All,53443.00
02-01-24,Feb-24,Hours,V33,Tengiz,Integrated,40248.00
02-01-24,Feb-24,Hours,V33,Tengiz,Non-Integrated,13195.00
03-01-24,Mar-24,Hours,V33,Almaty,All,306.00
03-01-24,Mar-24,Hours,V33,Almaty,Integrated,0.00
03-01-24,Mar-24,Hours,V33,Almaty,Non-Integrated,306.00
03-01-24,Mar-24,Hours,V33,Atyrau,All,21078.00
03-01-24,Mar-24,Hours,V33,Atyrau,Integrated,1989.00
03-01-24,Mar-24,Hours,V33,Atyrau,Non-Integrated,19089.00
03-01-24,Mar-24,Hours,V33,Farnborough,All,6251.70
03-01-24,Mar-24,Hours,V33,Farnborough,Integrated,165.75
03-01-24,Mar-24,Hours,V33,Farnborough,Non-Integrated,6085.95
03-01-24,Mar-24,Hours,V33,New Delhi,All,204.00
03-01-24,Mar-24,Hours,V33,New Delhi,Integrated,0.00
03-01-24,Mar-24,Hours,V33,New Delhi,Non-Integrated,204.00
03-01-24,Mar-24,Hours,V33,Offshore Other,All,15.30
03-01-24,Mar-24,Hours,V33,Offshore Other,Integrated,0.00
03-01-24,Mar-24,Hours,V33,Offshore Other,Non-Integrated,15.30
03-01-24,Mar-24,Hours,V33,Tengiz,All,59930.00
03-01-24,Mar-24,Hours,V33,Tengiz,Integrated,47385.00
03-01-24,Mar-24,Hours,V33,Tengiz,Non-Integrated,12545.00
04-01-24,Apr-24,Hours,V33,Almaty,All,296.00
04-01-24,Apr-24,Hours,V33,Almaty,Integrated,0.00
04-01-24,Apr-24,Hours,V33,Almaty,Non-Integrated,296.00
04-01-24,Apr-24,Hours,V33,Atyrau,All,17720.00
04-01-24,Apr-24,Hours,V33,Atyrau,Integrated,1480.00
04-01-24,Apr-24,Hours,V33,Atyrau,Non-Integrated,16240.00
04-01-24,Apr-24,Hours,V33,Farnborough,All,3898.82
04-01-24,Apr-24,Hours,V33,Farnborough,Integrated,128.35
04-01-24,Apr-24,Hours,V33,Farnborough,Non-Integrated,3770.47
04-01-24,Apr-24,Hours,V33,New Delhi,All,80.00
04-01-24,Apr-24,Hours,V33,New Delhi,Integrated,0.00
04-01-24,Apr-24,Hours,V33,New Delhi,Non-Integrated,80.00
04-01-24,Apr-24,Hours,V33,Offshore Other,All,14.80
04-01-24,Apr-24,Hours,V33,Offshore Other,Integrated,0.00
04-01-24,Apr-24,Hours,V33,Offshore Other,Non-Integrated,14.80
04-01-24,Apr-24,Hours,V33,Tengiz,All,37999.00
04-01-24,Apr-24,Hours,V33,Tengiz,Integrated,31512.00
04-01-24,Apr-24,Hours,V33,Tengiz,Non-Integrated,6487.00
05-01-24,May-24,Hours,V33,Almaty,All,124.00
05-01-24,May-24,Hours,V33,Almaty,Integrated,0.00
05-01-24,May-24,Hours,V33,Almaty,Non-Integrated,124.00
05-01-24,May-24,Hours,V33,Atyrau,All,12196.00
05-01-24,May-24,Hours,V33,Atyrau,Integrated,1240.00
05-01-24,May-24,Hours,V33,Atyrau,Non-Integrated,10956.00
05-01-24,May-24,Hours,V33,Farnborough,All,3299.35
05-01-24,May-24,Hours,V33,Farnborough,Integrated,128.35
05-01-24,May-24,Hours,V33,Farnborough,Non-Integrated,3171.00
05-01-24,May-24,Hours,V33,New Delhi,All,80.00
05-01-24,May-24,Hours,V33,New Delhi,Integrated,0.00
05-01-24,May-24,Hours,V33,New Delhi,Non-Integrated,80.00
05-01-24,May-24,Hours,V33,Offshore Other,All,12.40
05-01-24,May-24,Hours,V33,Offshore Other,Integrated,0.00
05-01-24,May-24,Hours,V33,Offshore Other,Non-Integrated,12.40
05-01-24,May-24,Hours,V33,Tengiz,All,33579.00
05-01-24,May-24,Hours,V33,Tengiz,Integrated,29250.00
05-01-24,May-24,Hours,V33,Tengiz,Non-Integrated,4329.00
06-01-24,Jun-24,Hours,V33,Almaty,All,185.00
06-01-24,Jun-24,Hours,V33,Almaty,Integrated,0.00
06-01-24,Jun-24,Hours,V33,Almaty,Non-Integrated,185.00
06-01-24,Jun-24,Hours,V33,Atyrau,All,14032.00
06-01-24,Jun-24,Hours,V33,Atyrau,Integrated,1702.00
06-01-24,Jun-24,Hours,V33,Atyrau,Non-Integrated,12330.00
06-01-24,Jun-24,Hours,V33,Farnborough,All,2068.22
06-01-24,Jun-24,Hours,V33,Farnborough,Integrated,158.95
06-01-24,Jun-24,Hours,V33,Farnborough,Non-Integrated,1909.27
06-01-24,Jun-24,Hours,V33,New Delhi,All,0.00
06-01-24,Jun-24,Hours,V33,New Delhi,Integrated,0.00
06-01-24,Jun-24,Hours,V33,New Delhi,Non-Integrated,0.00
06-01-24,Jun-24,Hours,V33,Offshore Other,All,0.00
06-01-24,Jun-24,Hours,V33,Offshore Other,Integrated,0.00
06-01-24,Jun-24,Hours,V33,Offshore Other,Non-Integrated,0.00
06-01-24,Jun-24,Hours,V33,Tengiz,All,31005.00
06-01-24,Jun-24,Hours,V33,Tengiz,Integrated,26481.00
06-01-24,Jun-24,Hours,V33,Tengiz,Non-Integrated,4524.00
07-01-24,Jul-24,Hours,V33,Almaty,All,136.00
07-01-24,Jul-24,Hours,V33,Almaty,Integrated,0.00
07-01-24,Jul-24,Hours,V33,Almaty,Non-Integrated,136.00
07-01-24,Jul-24,Hours,V33,Atyrau,All,8292.00
07-01-24,Jul-24,Hours,V33,Atyrau,Integrated,136.00
07-01-24,Jul-24,Hours,V33,Atyrau,Non-Integrated,8156.00
07-01-24,Jul-24,Hours,V33,Farnborough,All,1491.20
07-01-24,Jul-24,Hours,V33,Farnborough,Integrated,0.00
07-01-24,Jul-24,Hours,V33,Farnborough,Non-Integrated,1491.20
07-01-24,Jul-24,Hours,V33,New Delhi,All,0.00
07-01-24,Jul-24,Hours,V33,New Delhi,Integrated,0.00
07-01-24,Jul-24,Hours,V33,New Delhi,Non-Integrated,0.00
07-01-24,Jul-24,Hours,V33,Offshore Other,All,0.00
07-01-24,Jul-24,Hours,V33,Offshore Other,Integrated,0.00
07-01-24,Jul-24,Hours,V33,Offshore Other,Non-Integrated,0.00
07-01-24,Jul-24,Hours,V33,Tengiz,All,7800.00
07-01-24,Jul-24,Hours,V33,Tengiz,Integrated,5304.00
07-01-24,Jul-24,Hours,V33,Tengiz,Non-Integrated,2496.00
08-01-24,Aug-24,Hours,V33,Almaty,All,140.00
08-01-24,Aug-24,Hours,V33,Almaty,Integrated,0.00
08-01-24,Aug-24,Hours,V33,Almaty,Non-Integrated,140.00
08-01-24,Aug-24,Hours,V33,Atyrau,All,7120.00
08-01-24,Aug-24,Hours,V33,Atyrau,Integrated,140.00
08-01-24,Aug-24,Hours,V33,Atyrau,Non-Integrated,6980.00
08-01-24,Aug-24,Hours,V33,Farnborough,All,1491.20
08-01-24,Aug-24,Hours,V33,Farnborough,Integrated,0.00
08-01-24,Aug-24,Hours,V33,Farnborough,Non-Integrated,1491.20
08-01-24,Aug-24,Hours,V33,New Delhi,All,0.00
08-01-24,Aug-24,Hours,V33,New Delhi,Integrated,0.00
08-01-24,Aug-24,Hours,V33,New Delhi,Non-Integrated,0.00
08-01-24,Aug-24,Hours,V33,Offshore Other,All,0.00
08-01-24,Aug-24,Hours,V33,Offshore Other,Integrated,0.00
08-01-24,Aug-24,Hours,V33,Offshore Other,Non-Integrated,0.00
08-01-24,Aug-24,Hours,V33,Tengiz,All,5889.00
08-01-24,Aug-24,Hours,V33,Tengiz,Integrated,4446.00
08-01-24,Aug-24,Hours,V33,Tengiz,Non-Integrated,1443.00
09-01-24,Sep-24,Hours,V33,Almaty,All,177.00
09-01-24,Sep-24,Hours,V33,Almaty,Integrated,0.00
09-01-24,Sep-24,Hours,V33,Almaty,Non-Integrated,177.00
09-01-24,Sep-24,Hours,V33,Atyrau,All,3330.00
09-01-24,Sep-24,Hours,V33,Atyrau,Integrated,177.00
09-01-24,Sep-24,Hours,V33,Atyrau,Non-Integrated,3153.00
09-01-24,Sep-24,Hours,V33,Farnborough,All,1123.20
09-01-24,Sep-24,Hours,V33,Farnborough,Integrated,0.00
09-01-24,Sep-24,Hours,V33,Farnborough,Non-Integrated,1123.20
09-01-24,Sep-24,Hours,V33,New Delhi,All,0.00
09-01-24,Sep-24,Hours,V33,New Delhi,Integrated,0.00
09-01-24,Sep-24,Hours,V33,New Delhi,Non-Integrated,0.00
09-01-24,Sep-24,Hours,V33,Offshore Other,All,0.00
09-01-24,Sep-24,Hours,V33,Offshore Other,Integrated,0.00
09-01-24,Sep-24,Hours,V33,Offshore Other,Non-Integrated,0.00
09-01-24,Sep-24,Hours,V33,Tengiz,All,4992.00
09-01-24,Sep-24,Hours,V33,Tengiz,Integrated,3783.00
09-01-24,Sep-24,Hours,V33,Tengiz,Non-Integrated,1209.00
10-01-24,Oct-24,Hours,V33,Almaty,All,0.00
10-01-24,Oct-24,Hours,V33,Almaty,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Almaty,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Atyrau,All,0.00
10-01-24,Oct-24,Hours,V33,Atyrau,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Atyrau,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Farnborough,All,0.00
10-01-24,Oct-24,Hours,V33,Farnborough,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Farnborough,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,New Delhi,All,0.00
10-01-24,Oct-24,Hours,V33,New Delhi,Integrated,0.00
10-01-24,Oct-24,Hours,V33,New Delhi,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Offshore Other,All,0.00
10-01-24,Oct-24,Hours,V33,Offshore Other,Integrated,0.00
10-01-24,Oct-24,Hours,V33,Offshore Other,Non-Integrated,0.00
10-01-24,Oct-24,Hours,V33,Tengiz,All,2028.00
10-01-24,Oct-24,Hours,V33,Tengiz,Integrated,1404.00
10-01-24,Oct-24,Hours,V33,Tengiz,Non-Integrated,624.00
11-01-24,Nov-24,Hours,V33,Almaty,All,0.00
11-01-24,Nov-24,Hours,V33,Almaty,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Almaty,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Atyrau,All,0.00
11-01-24,Nov-24,Hours,V33,Atyrau,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Atyrau,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Farnborough,All,0.00
11-01-24,Nov-24,Hours,V33,Farnborough,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Farnborough,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,New Delhi,All,0.00
11-01-24,Nov-24,Hours,V33,New Delhi,Integrated,0.00
11-01-24,Nov-24,Hours,V33,New Delhi,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Offshore Other,All,0.00
11-01-24,Nov-24,Hours,V33,Offshore Other,Integrated,0.00
11-01-24,Nov-24,Hours,V33,Offshore Other,Non-Integrated,0.00
11-01-24,Nov-24,Hours,V33,Tengiz,All,1560.00
11-01-24,Nov-24,Hours,V33,Tengiz,Integrated,936.00
11-01-24,Nov-24,Hours,V33,Tengiz,Non-Integrated,624.00
12-01-24,Dec-24,Hours,V33,Almaty,All,0.00
12-01-24,Dec-24,Hours,V33,Almaty,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Almaty,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Atyrau,All,0.00
12-01-24,Dec-24,Hours,V33,Atyrau,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Atyrau,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Farnborough,All,0.00
12-01-24,Dec-24,Hours,V33,Farnborough,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Farnborough,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,New Delhi,All,0.00
12-01-24,Dec-24,Hours,V33,New Delhi,Integrated,0.00
12-01-24,Dec-24,Hours,V33,New Delhi,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Offshore Other,All,0.00
12-01-24,Dec-24,Hours,V33,Offshore Other,Integrated,0.00
12-01-24,Dec-24,Hours,V33,Offshore Other,Non-Integrated,0.00
12-01-24,Dec-24,Hours,V33,Tengiz,All,1209.00
12-01-24,Dec-24,Hours,V33,Tengiz,Integrated,819.00
12-01-24,Dec-24,Hours,V33,Tengiz,Non-Integrated,390.00
01-01-25,Jan-25,Hours,V33,Almaty,All,0.00
01-01-25,Jan-25,Hours,V33,Almaty,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Almaty,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Atyrau,All,0.00
01-01-25,Jan-25,Hours,V33,Atyrau,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Atyrau,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Farnborough,All,0.00
01-01-25,Jan-25,Hours,V33,Farnborough,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Farnborough,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,New Delhi,All,0.00
01-01-25,Jan-25,Hours,V33,New Delhi,Integrated,0.00
01-01-25,Jan-25,Hours,V33,New Delhi,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Offshore Other,All,0.00
01-01-25,Jan-25,Hours,V33,Offshore Other,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Offshore Other,Non-Integrated,0.00
01-01-25,Jan-25,Hours,V33,Tengiz,All,0.00
01-01-25,Jan-25,Hours,V33,Tengiz,Integrated,0.00
01-01-25,Jan-25,Hours,V33,Tengiz,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Almaty,All,0.00
02-01-25,Feb-25,Hours,V33,Almaty,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Almaty,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Atyrau,All,0.00
02-01-25,Feb-25,Hours,V33,Atyrau,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Atyrau,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Farnborough,All,0.00
02-01-25,Feb-25,Hours,V33,Farnborough,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Farnborough,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,New Delhi,All,0.00
02-01-25,Feb-25,Hours,V33,New Delhi,Integrated,0.00
02-01-25,Feb-25,Hours,V33,New Delhi,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Offshore Other,All,0.00
02-01-25,Feb-25,Hours,V33,Offshore Other,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Offshore Other,Non-Integrated,0.00
02-01-25,Feb-25,Hours,V33,Tengiz,All,0.00
02-01-25,Feb-25,Hours,V33,Tengiz,Integrated,0.00
02-01-25,Feb-25,Hours,V33,Tengiz,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Almaty,All,0.00
03-01-25,Mar-25,Hours,V33,Almaty,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Almaty,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Atyrau,All,0.00
03-01-25,Mar-25,Hours,V33,Atyrau,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Atyrau,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Farnborough,All,0.00
03-01-25,Mar-25,Hours,V33,Farnborough,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Farnborough,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,New Delhi,All,0.00
03-01-25,Mar-25,Hours,V33,New Delhi,Integrated,0.00
03-01-25,Mar-25,Hours,V33,New Delhi,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Offshore Other,All,0.00
03-01-25,Mar-25,Hours,V33,Offshore Other,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Offshore Other,Non-Integrated,0.00
03-01-25,Mar-25,Hours,V33,Tengiz,All,0.00
03-01-25,Mar-25,Hours,V33,Tengiz,Integrated,0.00
03-01-25,Mar-25,Hours,V33,Tengiz,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Almaty,All,0.00
04-01-25,Apr-25,Hours,V33,Almaty,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Almaty,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Atyrau,All,0.00
04-01-25,Apr-25,Hours,V33,Atyrau,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Atyrau,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Farnborough,All,0.00
04-01-25,Apr-25,Hours,V33,Farnborough,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Farnborough,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,New Delhi,All,0.00
04-01-25,Apr-25,Hours,V33,New Delhi,Integrated,0.00
04-01-25,Apr-25,Hours,V33,New Delhi,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Offshore Other,All,0.00
04-01-25,Apr-25,Hours,V33,Offshore Other,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Offshore Other,Non-Integrated,0.00
04-01-25,Apr-25,Hours,V33,Tengiz,All,0.00
04-01-25,Apr-25,Hours,V33,Tengiz,Integrated,0.00
04-01-25,Apr-25,Hours,V33,Tengiz,Non-Integrated,0.00
